split,category,slide_id,roi_label,image_id,bytes,remote_path
train,0_N,BRACS_1326,N,BRACS_1326_N_6.png,17294955,/BRACS_RoI/latest_version/train/0_N/BRACS_1326_N_6.png
train,0_N,BRACS_1326,N,BRACS_1326_N_7.png,23693985,/BRACS_RoI/latest_version/train/0_N/BRACS_1326_N_7.png
train,0_N,BRACS_1326,N,BRACS_1326_N_8.png,12408301,/BRACS_RoI/latest_version/train/0_N/BRACS_1326_N_8.png
train,0_N,BRACS_1327,N,BRACS_1327_N_1.png,19206750,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_1.png
train,0_N,BRACS_1327,N,BRACS_1327_N_10.png,19248780,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_10.png
train,0_N,BRACS_1327,N,BRACS_1327_N_11.png,23288914,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_11.png
train,0_N,BRACS_1327,N,BRACS_1327_N_12.png,10709464,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_12.png
train,0_N,BRACS_1327,N,BRACS_1327_N_13.png,14396232,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_13.png
train,0_N,BRACS_1327,N,BRACS_1327_N_14.png,20692548,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_14.png
train,0_N,BRACS_1327,N,BRACS_1327_N_15.png,21323542,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_15.png
train,0_N,BRACS_1327,N,BRACS_1327_N_2.png,4741803,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_2.png
train,0_N,BRACS_1327,N,BRACS_1327_N_3.png,8364772,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_3.png
train,0_N,BRACS_1327,N,BRACS_1327_N_4.png,15089617,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_4.png
train,0_N,BRACS_1327,N,BRACS_1327_N_5.png,9822090,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_5.png
train,0_N,BRACS_1327,N,BRACS_1327_N_6.png,9833420,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_6.png
train,0_N,BRACS_1327,N,BRACS_1327_N_7.png,8710203,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_7.png
train,0_N,BRACS_1327,N,BRACS_1327_N_9.png,16527781,/BRACS_RoI/latest_version/train/0_N/BRACS_1327_N_9.png
train,0_N,BRACS_1337,N,BRACS_1337_N_3.png,22865076,/BRACS_RoI/latest_version/train/0_N/BRACS_1337_N_3.png
train,0_N,BRACS_1337,N,BRACS_1337_N_5.png,25443507,/BRACS_RoI/latest_version/train/0_N/BRACS_1337_N_5.png
train,0_N,BRACS_1369,N,BRACS_1369_N_3.png,12289998,/BRACS_RoI/latest_version/train/0_N/BRACS_1369_N_3.png
train,0_N,BRACS_1370,N,BRACS_1370_N_2.png,8223587,/BRACS_RoI/latest_version/train/0_N/BRACS_1370_N_2.png
train,0_N,BRACS_1370,N,BRACS_1370_N_3.png,13362752,/BRACS_RoI/latest_version/train/0_N/BRACS_1370_N_3.png
train,0_N,BRACS_1370,N,BRACS_1370_N_5.png,9978254,/BRACS_RoI/latest_version/train/0_N/BRACS_1370_N_5.png
train,0_N,BRACS_1483,N,BRACS_1483_N_1.png,1337366,/BRACS_RoI/latest_version/train/0_N/BRACS_1483_N_1.png
train,0_N,BRACS_1485,N,BRACS_1485_N_3.png,5368331,/BRACS_RoI/latest_version/train/0_N/BRACS_1485_N_3.png
train,0_N,BRACS_1485,N,BRACS_1485_N_4.png,4892586,/BRACS_RoI/latest_version/train/0_N/BRACS_1485_N_4.png
train,0_N,BRACS_1490,N,BRACS_1490_N_11.png,21180450,/BRACS_RoI/latest_version/train/0_N/BRACS_1490_N_11.png
train,0_N,BRACS_1490,N,BRACS_1490_N_3.png,3612948,/BRACS_RoI/latest_version/train/0_N/BRACS_1490_N_3.png
train,0_N,BRACS_1490,N,BRACS_1490_N_9.png,46800968,/BRACS_RoI/latest_version/train/0_N/BRACS_1490_N_9.png
train,0_N,BRACS_1493,N,BRACS_1493_N_3.png,3315641,/BRACS_RoI/latest_version/train/0_N/BRACS_1493_N_3.png
train,0_N,BRACS_1493,N,BRACS_1493_N_4.png,2615619,/BRACS_RoI/latest_version/train/0_N/BRACS_1493_N_4.png
train,0_N,BRACS_1493,N,BRACS_1493_N_6.png,8389881,/BRACS_RoI/latest_version/train/0_N/BRACS_1493_N_6.png
train,0_N,BRACS_1493,N,BRACS_1493_N_7.png,7189295,/BRACS_RoI/latest_version/train/0_N/BRACS_1493_N_7.png
train,0_N,BRACS_1494,N,BRACS_1494_N_21.png,8167882,/BRACS_RoI/latest_version/train/0_N/BRACS_1494_N_21.png
train,0_N,BRACS_1494,N,BRACS_1494_N_54.png,4772045,/BRACS_RoI/latest_version/train/0_N/BRACS_1494_N_54.png
train,0_N,BRACS_1506,N,BRACS_1506_N_1.png,52952265,/BRACS_RoI/latest_version/train/0_N/BRACS_1506_N_1.png
train,0_N,BRACS_1506,N,BRACS_1506_N_2.png,20606896,/BRACS_RoI/latest_version/train/0_N/BRACS_1506_N_2.png
train,0_N,BRACS_1506,N,BRACS_1506_N_3.png,16962022,/BRACS_RoI/latest_version/train/0_N/BRACS_1506_N_3.png
train,0_N,BRACS_1506,N,BRACS_1506_N_4.png,4189483,/BRACS_RoI/latest_version/train/0_N/BRACS_1506_N_4.png
train,0_N,BRACS_1506,N,BRACS_1506_N_7.png,12044535,/BRACS_RoI/latest_version/train/0_N/BRACS_1506_N_7.png
train,0_N,BRACS_1506,N,BRACS_1506_N_8.png,21755864,/BRACS_RoI/latest_version/train/0_N/BRACS_1506_N_8.png
train,0_N,BRACS_1506,N,BRACS_1506_N_9.png,14448769,/BRACS_RoI/latest_version/train/0_N/BRACS_1506_N_9.png
train,0_N,BRACS_1507,N,BRACS_1507_N_1.png,21515222,/BRACS_RoI/latest_version/train/0_N/BRACS_1507_N_1.png
train,0_N,BRACS_1507,N,BRACS_1507_N_10.png,33920343,/BRACS_RoI/latest_version/train/0_N/BRACS_1507_N_10.png
train,0_N,BRACS_1507,N,BRACS_1507_N_2.png,27458778,/BRACS_RoI/latest_version/train/0_N/BRACS_1507_N_2.png
train,0_N,BRACS_1507,N,BRACS_1507_N_3.png,30805689,/BRACS_RoI/latest_version/train/0_N/BRACS_1507_N_3.png
train,0_N,BRACS_1507,N,BRACS_1507_N_4.png,4909799,/BRACS_RoI/latest_version/train/0_N/BRACS_1507_N_4.png
train,0_N,BRACS_1507,N,BRACS_1507_N_5.png,22240268,/BRACS_RoI/latest_version/train/0_N/BRACS_1507_N_5.png
train,0_N,BRACS_1507,N,BRACS_1507_N_6.png,21466105,/BRACS_RoI/latest_version/train/0_N/BRACS_1507_N_6.png
train,0_N,BRACS_1507,N,BRACS_1507_N_7.png,9219155,/BRACS_RoI/latest_version/train/0_N/BRACS_1507_N_7.png
train,0_N,BRACS_1507,N,BRACS_1507_N_8.png,16354269,/BRACS_RoI/latest_version/train/0_N/BRACS_1507_N_8.png
train,0_N,BRACS_1507,N,BRACS_1507_N_9.png,19062523,/BRACS_RoI/latest_version/train/0_N/BRACS_1507_N_9.png
train,0_N,BRACS_1508,N,BRACS_1508_N_1.png,16973505,/BRACS_RoI/latest_version/train/0_N/BRACS_1508_N_1.png
train,0_N,BRACS_1508,N,BRACS_1508_N_3.png,11453329,/BRACS_RoI/latest_version/train/0_N/BRACS_1508_N_3.png
train,0_N,BRACS_1508,N,BRACS_1508_N_4.png,3575123,/BRACS_RoI/latest_version/train/0_N/BRACS_1508_N_4.png
train,0_N,BRACS_1510,N,BRACS_1510_N_2.png,6547218,/BRACS_RoI/latest_version/train/0_N/BRACS_1510_N_2.png
train,0_N,BRACS_1510,N,BRACS_1510_N_21.png,3421006,/BRACS_RoI/latest_version/train/0_N/BRACS_1510_N_21.png
train,0_N,BRACS_1511,N,BRACS_1511_N_1.png,10153305,/BRACS_RoI/latest_version/train/0_N/BRACS_1511_N_1.png
train,0_N,BRACS_1511,N,BRACS_1511_N_3.png,4940533,/BRACS_RoI/latest_version/train/0_N/BRACS_1511_N_3.png
train,0_N,BRACS_1593,N,BRACS_1593_N_1.png,6939901,/BRACS_RoI/latest_version/train/0_N/BRACS_1593_N_1.png
train,0_N,BRACS_1593,N,BRACS_1593_N_2.png,4978493,/BRACS_RoI/latest_version/train/0_N/BRACS_1593_N_2.png
train,0_N,BRACS_1593,N,BRACS_1593_N_3.png,8505767,/BRACS_RoI/latest_version/train/0_N/BRACS_1593_N_3.png
train,0_N,BRACS_1594,N,BRACS_1594_N_5.png,4776130,/BRACS_RoI/latest_version/train/0_N/BRACS_1594_N_5.png
train,0_N,BRACS_1603,N,BRACS_1603_N_5.png,22242175,/BRACS_RoI/latest_version/train/0_N/BRACS_1603_N_5.png
train,0_N,BRACS_1603,N,BRACS_1603_N_7.png,29589394,/BRACS_RoI/latest_version/train/0_N/BRACS_1603_N_7.png
train,0_N,BRACS_1604,N,BRACS_1604_N_12.png,24746489,/BRACS_RoI/latest_version/train/0_N/BRACS_1604_N_12.png
train,0_N,BRACS_1604,N,BRACS_1604_N_3.png,7895251,/BRACS_RoI/latest_version/train/0_N/BRACS_1604_N_3.png
train,0_N,BRACS_1604,N,BRACS_1604_N_8.png,22071170,/BRACS_RoI/latest_version/train/0_N/BRACS_1604_N_8.png
train,0_N,BRACS_1617,N,BRACS_1617_N_16.png,7068282,/BRACS_RoI/latest_version/train/0_N/BRACS_1617_N_16.png
train,0_N,BRACS_1617,N,BRACS_1617_N_2.png,3384882,/BRACS_RoI/latest_version/train/0_N/BRACS_1617_N_2.png
train,0_N,BRACS_1622,N,BRACS_1622_N_11.png,8214319,/BRACS_RoI/latest_version/train/0_N/BRACS_1622_N_11.png
train,0_N,BRACS_1622,N,BRACS_1622_N_3.png,2725541,/BRACS_RoI/latest_version/train/0_N/BRACS_1622_N_3.png
train,0_N,BRACS_1622,N,BRACS_1622_N_5.png,3205011,/BRACS_RoI/latest_version/train/0_N/BRACS_1622_N_5.png
train,0_N,BRACS_1622,N,BRACS_1622_N_9.png,4309681,/BRACS_RoI/latest_version/train/0_N/BRACS_1622_N_9.png
train,0_N,BRACS_1631,N,BRACS_1631_N_9.png,1733791,/BRACS_RoI/latest_version/train/0_N/BRACS_1631_N_9.png
train,0_N,BRACS_1633,N,BRACS_1633_N_1.png,5297236,/BRACS_RoI/latest_version/train/0_N/BRACS_1633_N_1.png
train,0_N,BRACS_1633,N,BRACS_1633_N_2.png,6362587,/BRACS_RoI/latest_version/train/0_N/BRACS_1633_N_2.png
train,0_N,BRACS_1633,N,BRACS_1633_N_3.png,18765468,/BRACS_RoI/latest_version/train/0_N/BRACS_1633_N_3.png
train,0_N,BRACS_1634,N,BRACS_1634_N_2.png,3007404,/BRACS_RoI/latest_version/train/0_N/BRACS_1634_N_2.png
train,0_N,BRACS_1634,N,BRACS_1634_N_3.png,6699695,/BRACS_RoI/latest_version/train/0_N/BRACS_1634_N_3.png
train,0_N,BRACS_1634,N,BRACS_1634_N_4.png,3263003,/BRACS_RoI/latest_version/train/0_N/BRACS_1634_N_4.png
train,0_N,BRACS_1638,N,BRACS_1638_N_2.png,7051079,/BRACS_RoI/latest_version/train/0_N/BRACS_1638_N_2.png
train,0_N,BRACS_1640,N,BRACS_1640_N_2.png,15946681,/BRACS_RoI/latest_version/train/0_N/BRACS_1640_N_2.png
train,0_N,BRACS_1640,N,BRACS_1640_N_3.png,11287889,/BRACS_RoI/latest_version/train/0_N/BRACS_1640_N_3.png
train,0_N,BRACS_1640,N,BRACS_1640_N_4.png,2993126,/BRACS_RoI/latest_version/train/0_N/BRACS_1640_N_4.png
train,0_N,BRACS_1640,N,BRACS_1640_N_5.png,7926188,/BRACS_RoI/latest_version/train/0_N/BRACS_1640_N_5.png
train,0_N,BRACS_1640,N,BRACS_1640_N_7.png,22396096,/BRACS_RoI/latest_version/train/0_N/BRACS_1640_N_7.png
train,0_N,BRACS_1640,N,BRACS_1640_N_8.png,7448166,/BRACS_RoI/latest_version/train/0_N/BRACS_1640_N_8.png
train,0_N,BRACS_1640,N,BRACS_1640_N_9.png,4665449,/BRACS_RoI/latest_version/train/0_N/BRACS_1640_N_9.png
train,0_N,BRACS_1641,N,BRACS_1641_N_1.png,19611019,/BRACS_RoI/latest_version/train/0_N/BRACS_1641_N_1.png
train,0_N,BRACS_1641,N,BRACS_1641_N_2.png,16763362,/BRACS_RoI/latest_version/train/0_N/BRACS_1641_N_2.png
train,0_N,BRACS_1641,N,BRACS_1641_N_3.png,20895889,/BRACS_RoI/latest_version/train/0_N/BRACS_1641_N_3.png
train,0_N,BRACS_1641,N,BRACS_1641_N_4.png,16016838,/BRACS_RoI/latest_version/train/0_N/BRACS_1641_N_4.png
train,0_N,BRACS_1643,N,BRACS_1643_N_13.png,9468214,/BRACS_RoI/latest_version/train/0_N/BRACS_1643_N_13.png
train,0_N,BRACS_1643,N,BRACS_1643_N_14.png,5675856,/BRACS_RoI/latest_version/train/0_N/BRACS_1643_N_14.png
train,0_N,BRACS_1643,N,BRACS_1643_N_2.png,20520301,/BRACS_RoI/latest_version/train/0_N/BRACS_1643_N_2.png
train,0_N,BRACS_1645,N,BRACS_1645_N_1.png,1680346,/BRACS_RoI/latest_version/train/0_N/BRACS_1645_N_1.png
train,0_N,BRACS_1857,N,BRACS_1857_N_2.png,6034752,/BRACS_RoI/latest_version/train/0_N/BRACS_1857_N_2.png
train,0_N,BRACS_1857,N,BRACS_1857_N_5.png,7898857,/BRACS_RoI/latest_version/train/0_N/BRACS_1857_N_5.png
train,0_N,BRACS_1857,N,BRACS_1857_N_6.png,12062522,/BRACS_RoI/latest_version/train/0_N/BRACS_1857_N_6.png
train,0_N,BRACS_1858,N,BRACS_1858_N_1.png,12164729,/BRACS_RoI/latest_version/train/0_N/BRACS_1858_N_1.png
train,0_N,BRACS_1860,N,BRACS_1860_N_11.png,1911834,/BRACS_RoI/latest_version/train/0_N/BRACS_1860_N_11.png
train,0_N,BRACS_1861,N,BRACS_1861_N_6.png,2380953,/BRACS_RoI/latest_version/train/0_N/BRACS_1861_N_6.png
train,0_N,BRACS_1862,N,BRACS_1862_N_12.png,3907101,/BRACS_RoI/latest_version/train/0_N/BRACS_1862_N_12.png
train,0_N,BRACS_1862,N,BRACS_1862_N_4.png,12399859,/BRACS_RoI/latest_version/train/0_N/BRACS_1862_N_4.png
train,0_N,BRACS_1865,N,BRACS_1865_N_2.png,19133873,/BRACS_RoI/latest_version/train/0_N/BRACS_1865_N_2.png
train,0_N,BRACS_1865,N,BRACS_1865_N_6.png,19531108,/BRACS_RoI/latest_version/train/0_N/BRACS_1865_N_6.png
train,0_N,BRACS_1866,N,BRACS_1866_N_1.png,38520973,/BRACS_RoI/latest_version/train/0_N/BRACS_1866_N_1.png
train,0_N,BRACS_1871,N,BRACS_1871_N_1.png,5676651,/BRACS_RoI/latest_version/train/0_N/BRACS_1871_N_1.png
train,0_N,BRACS_1871,N,BRACS_1871_N_6.png,12199900,/BRACS_RoI/latest_version/train/0_N/BRACS_1871_N_6.png
train,0_N,BRACS_1873,N,BRACS_1873_N_3.png,10069488,/BRACS_RoI/latest_version/train/0_N/BRACS_1873_N_3.png
train,0_N,BRACS_1880,N,BRACS_1880_N_2.png,5352073,/BRACS_RoI/latest_version/train/0_N/BRACS_1880_N_2.png
train,0_N,BRACS_1882,N,BRACS_1882_N_4.png,4930461,/BRACS_RoI/latest_version/train/0_N/BRACS_1882_N_4.png
train,0_N,BRACS_1899,N,BRACS_1899_N_10.png,10933214,/BRACS_RoI/latest_version/train/0_N/BRACS_1899_N_10.png
train,0_N,BRACS_1900,N,BRACS_1900_N_2.png,14110089,/BRACS_RoI/latest_version/train/0_N/BRACS_1900_N_2.png
train,0_N,BRACS_1900,N,BRACS_1900_N_4.png,15782177,/BRACS_RoI/latest_version/train/0_N/BRACS_1900_N_4.png
train,0_N,BRACS_1900,N,BRACS_1900_N_6.png,13140503,/BRACS_RoI/latest_version/train/0_N/BRACS_1900_N_6.png
train,0_N,BRACS_1901,N,BRACS_1901_N_2.png,8997695,/BRACS_RoI/latest_version/train/0_N/BRACS_1901_N_2.png
train,0_N,BRACS_1904,N,BRACS_1904_N_1.png,23402344,/BRACS_RoI/latest_version/train/0_N/BRACS_1904_N_1.png
train,0_N,BRACS_1904,N,BRACS_1904_N_3.png,9905155,/BRACS_RoI/latest_version/train/0_N/BRACS_1904_N_3.png
train,0_N,BRACS_1904,N,BRACS_1904_N_4.png,25704647,/BRACS_RoI/latest_version/train/0_N/BRACS_1904_N_4.png
train,0_N,BRACS_1904,N,BRACS_1904_N_5.png,13670661,/BRACS_RoI/latest_version/train/0_N/BRACS_1904_N_5.png
train,0_N,BRACS_1905,N,BRACS_1905_N_2.png,19258089,/BRACS_RoI/latest_version/train/0_N/BRACS_1905_N_2.png
train,0_N,BRACS_1916,N,BRACS_1916_N_6.png,14866869,/BRACS_RoI/latest_version/train/0_N/BRACS_1916_N_6.png
train,0_N,BRACS_1923,N,BRACS_1923_N_11.png,16104166,/BRACS_RoI/latest_version/train/0_N/BRACS_1923_N_11.png
train,0_N,BRACS_1927,N,BRACS_1927_N_5.png,5808212,/BRACS_RoI/latest_version/train/0_N/BRACS_1927_N_5.png
train,0_N,BRACS_1927,N,BRACS_1927_N_6.png,6773945,/BRACS_RoI/latest_version/train/0_N/BRACS_1927_N_6.png
train,0_N,BRACS_1928,N,BRACS_1928_N_2.png,23348405,/BRACS_RoI/latest_version/train/0_N/BRACS_1928_N_2.png
train,0_N,BRACS_1928,N,BRACS_1928_N_4.png,7717277,/BRACS_RoI/latest_version/train/0_N/BRACS_1928_N_4.png
train,0_N,BRACS_1929,N,BRACS_1929_N_2.png,4844676,/BRACS_RoI/latest_version/train/0_N/BRACS_1929_N_2.png
train,0_N,BRACS_1930,N,BRACS_1930_N_9.png,23396914,/BRACS_RoI/latest_version/train/0_N/BRACS_1930_N_9.png
train,0_N,BRACS_1932,N,BRACS_1932_N_4.png,8227652,/BRACS_RoI/latest_version/train/0_N/BRACS_1932_N_4.png
train,0_N,BRACS_1933,N,BRACS_1933_N_1.png,38640476,/BRACS_RoI/latest_version/train/0_N/BRACS_1933_N_1.png
train,0_N,BRACS_1933,N,BRACS_1933_N_11.png,1697919,/BRACS_RoI/latest_version/train/0_N/BRACS_1933_N_11.png
train,0_N,BRACS_1933,N,BRACS_1933_N_4.png,11089184,/BRACS_RoI/latest_version/train/0_N/BRACS_1933_N_4.png
train,0_N,BRACS_1933,N,BRACS_1933_N_8.png,20847318,/BRACS_RoI/latest_version/train/0_N/BRACS_1933_N_8.png
