dataset,path,bytes,sha256,source_url
BRACS,data/raw/BRACS/RoI/train/3_FEA/BRACS_1231_FEA_7.png,10768523,fdea50016ba55de51d854a9875f06781807e94a41538514dc0fd224d5c5fc822,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/train/3_FEA/BRACS_1231_FEA_7.png
BRACS,data/raw/BRACS/RoI/train/4_ADH/BRACS_1003728_ADH_1.png,5172826,4c2f523564900d3cd06f5886fe2fd64047907b96d196d90e754b524ce89ce979,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/train/4_ADH/BRACS_1003728_ADH_1.png
BRACS,data/raw/BRACS/RoI/train/4_ADH/BRACS_1238_ADH_1.png,1462142,8ed03f5d2dfcf2e1a830ac03a74ee64a05d9a2960b77c08bda592e05c946be94,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/train/4_ADH/BRACS_1238_ADH_1.png
BRACS,data/raw/BRACS/RoI/train/5_DCIS/BRACS_1238_DCIS_15.png,7650196,985b04433856f2443661fc31299c03cdc4c45d8796187f9f32c7ec0dbc80cc11,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/train/5_DCIS/BRACS_1238_DCIS_15.png
BRACS,data/raw/BRACS/RoI/train/5_DCIS/BRACS_1238_DCIS_37.png,5514937,c53dc192f081624386b9519d9144d5eab73931e7dd2ddc65fc8014cf12f07d99,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/train/5_DCIS/BRACS_1238_DCIS_37.png
BRACS,data/raw/BRACS/RoI/train/6_IC/BRACS_1003667_IC_1.png,2329920,cbbf10628f4ec29b012663d7ec7d057bced3fd4ef395cc4c9f18b6a76b018bf5,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/train/6_IC/BRACS_1003667_IC_1.png
BRACS,data/raw/BRACS/RoI/train/6_IC/BRACS_1003670_IC_1.png,3117638,611fc65a1075a6e19aac7e584b339a869a3478eb6e79a86dcbbe593abaef1f4d,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/train/6_IC/BRACS_1003670_IC_1.png
BRACS,data/raw/BRACS/RoI/val/0_N/BRACS_1295_N_3.png,15119338,719a4de3cd9ec3caea0a7f15914c53e64f229d7f15983266af1257ed0ca179b2,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/val/0_N/BRACS_1295_N_3.png
BRACS,data/raw/BRACS/RoI/val/1_PB/BRACS_1271_PB_12.png,5004361,ce3a61d560a848ca4d3601a4fa23f4fa7e9265cfbad7ee44e7a397185adc7031,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/val/1_PB/BRACS_1271_PB_12.png
BRACS,data/raw/BRACS/RoI/val/2_UDH/BRACS_1003660_UDH_1.png,2416740,9192fa2206bc714493a5f68912ae9cb64b49b50a4cac1a69688c768841fdad1d,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/val/2_UDH/BRACS_1003660_UDH_1.png
BRACS,data/raw/BRACS/RoI/val/3_FEA/BRACS_1271_FEA_1.png,13089464,417268cc4b0bf3b735a19e4b7505b548daf8afb1c1e1dc727ed5fb8a6a0e8a35,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/val/3_FEA/BRACS_1271_FEA_1.png
BRACS,data/raw/BRACS/RoI/val/4_ADH/BRACS_1271_ADH_3.png,2972418,700849d71a9ce1ec7a861a7df3b8dedf05608443be63af496bbb72b25e75cbc4,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/val/4_ADH/BRACS_1271_ADH_3.png
BRACS,data/raw/BRACS/RoI/val/5_DCIS/BRACS_1361_DCIS_3.png,15266260,2b60aadb7ae865d2c49035a30a6859fcf03bc8d09f2bc46598fbfa220e070576,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/val/5_DCIS/BRACS_1361_DCIS_3.png
BRACS,data/raw/BRACS/RoI/val/6_IC/BRACS_1392_IC_3.png,16643863,04781c0f04477687ec143e25c7cd114c021e40d085a0929a41fd8a49b03158f7,ftp://histoimage.na.icar.cnr.it/BRACS_RoI/latest_version/val/6_IC/BRACS_1392_IC_3.png
