architecture,seed,sample,concept,total_variation,erasure_tv
DeepSets,11,test_41,used,0.9997650384902954,0.06297873705625534
DeepSets,11,test_42,used,0.9997650384902954,0.14123675227165222
DeepSets,11,test_43,used,0.9997650384902954,0.14123684167861938
DeepSets,11,test_44,used,0.9997650384902954,0.06297879666090012
DeepSets,11,test_45,used,0.9997602105140686,0.05983864143490791
DeepSets,11,test_46,used,0.9997650384902954,0.06297879666090012
DeepSets,11,test_47,used,0.9997602105140686,0.059838686138391495
DeepSets,11,test_48,used,0.9997602105140686,0.05983864143490791
DeepSets,11,test_49,used,0.9997650384902954,0.06297879666090012
DeepSets,11,test_50,used,0.9997602105140686,0.05983864143490791
DeepSets,11,test_51,used,0.9997602105140686,0.059838686138391495
DeepSets,11,test_52,used,0.9997650384902954,0.1412367820739746
DeepSets,11,test_53,used,0.9997650384902954,0.1412367820739746
DeepSets,11,test_54,used,0.9997602105140686,0.05983874574303627
DeepSets,11,test_55,used,0.9997650384902954,0.14123684167861938
DeepSets,11,test_56,used,0.9997650384902954,0.1412367820739746
DeepSets,11,test_57,used,0.9997602105140686,0.14484314620494843
DeepSets,11,test_58,used,0.9997602105140686,0.14484310150146484
DeepSets,11,test_59,used,0.9997650384902954,0.14123675227165222
DeepSets,11,test_60,used,0.9997650384902954,0.14123684167861938
DeepSets,11,test_61,used,0.9997602105140686,0.14484310150146484
DeepSets,11,test_62,used,0.9997602105140686,0.05983864143490791
DeepSets,11,test_63,used,0.9997650384902954,0.06297867745161057
DeepSets,11,test_64,used,0.9997602105140686,0.14484310150146484
DeepSets,11,test_65,used,0.9997602105140686,0.059838686138391495
DeepSets,11,test_66,used,0.9997602105140686,0.14484302699565887
DeepSets,11,test_67,used,0.9997602105140686,0.05983864143490791
DeepSets,11,test_68,used,0.9997602105140686,0.05983864143490791
DeepSets,11,test_69,used,0.9997650384902954,0.14123693108558655
DeepSets,11,test_70,used,0.9997650384902954,0.06297873705625534
DeepSets,11,test_71,used,0.9997650384902954,0.14123684167861938
DeepSets,11,test_72,used,0.9997650384902954,0.06297879666090012
DeepSets,11,test_73,used,0.9997602105140686,0.05983874574303627
DeepSets,11,test_74,used,0.9997602105140686,0.14484310150146484
DeepSets,11,test_75,used,0.9997602105140686,0.14484310150146484
DeepSets,11,test_76,used,0.9997602105140686,0.1448429822921753
DeepSets,11,test_77,used,0.9997602105140686,0.14484314620494843
DeepSets,11,test_78,used,0.9997650384902954,0.14123691618442535
DeepSets,11,test_79,used,0.9997650384902954,0.14123675227165222
DeepSets,11,test_80,used,0.9997602105140686,0.1448432207107544
DeepSets,11,test_81,used,0.9997650384902954,0.14123684167861938
DeepSets,11,test_82,used,0.9997650384902954,0.14123690128326416
DeepSets,11,test_83,used,0.9997650384902954,0.14123684167861938
DeepSets,11,test_84,used,0.9997650384902954,0.06297867745161057
DeepSets,11,test_85,used,0.9997602105140686,0.059838686138391495
DeepSets,11,test_86,used,0.9997602105140686,0.05983864143490791
DeepSets,11,test_87,used,0.9997650384902954,0.06297873705625534
DeepSets,11,test_88,used,0.9997602105140686,0.1448432207107544
DeepSets,11,test_89,used,0.9997602105140686,0.059838686138391495
DeepSets,11,test_90,used,0.9997602105140686,0.14484310150146484
DeepSets,11,test_91,used,0.9997602105140686,0.05983874574303627
DeepSets,11,test_92,used,0.9997650384902954,0.06297879666090012
DeepSets,11,test_93,used,0.9997602105140686,0.1448432207107544
DeepSets,11,test_94,used,0.9997602105140686,0.14484302699565887
DeepSets,11,test_95,used,0.9997602105140686,0.05983874574303627
DeepSets,11,test_96,used,0.9997650384902954,0.06297879666090012
DeepSets,11,test_97,used,0.9997650384902954,0.06297879666090012
DeepSets,11,test_98,used,0.9997650384902954,0.14123676717281342
DeepSets,11,test_99,used,0.9997650384902954,0.06297867745161057
DeepSets,11,test_100,used,0.9997650384902954,0.14123664796352386
DeepSets,11,test_101,used,0.9997602105140686,0.05983874574303627
DeepSets,11,test_102,used,0.9997602105140686,0.059838686138391495
DeepSets,11,test_103,used,0.9997602105140686,0.1448432207107544
DeepSets,11,test_104,used,0.9997650384902954,0.14123664796352386
DeepSets,11,test_105,used,0.9997650384902954,0.14123696088790894
DeepSets,11,test_106,used,0.9997602105140686,0.05983874574303627
DeepSets,11,test_107,used,0.9997602105140686,0.14484314620494843
DeepSets,11,test_108,used,0.9997650384902954,0.06297879666090012
DeepSets,11,test_109,used,0.9997602105140686,0.14484310150146484
DeepSets,11,test_110,used,0.9997602105140686,0.05983864143490791
DeepSets,11,test_111,used,0.9997650384902954,0.06297879666090012
DeepSets,11,test_112,used,0.9997602105140686,0.059838686138391495
DeepSets,11,test_113,used,0.9997650384902954,0.06297879666090012
DeepSets,11,test_114,used,0.9997650384902954,0.1412367820739746
DeepSets,11,test_115,used,0.9997602105140686,0.1448432207107544
DeepSets,11,test_116,used,0.9997602105140686,0.1448432207107544
DeepSets,11,test_117,used,0.9997650384902954,0.06297867745161057
DeepSets,11,test_118,used,0.9997602105140686,0.05983874574303627
DeepSets,11,test_119,used,0.9997650384902954,0.14123696088790894
DeepSets,11,test_120,used,0.9997602105140686,0.1448429822921753
DeepSets,11,test_121,used,0.9997650384902954,0.14123684167861938
DeepSets,11,test_122,used,0.9997650384902954,0.06297867745161057
DeepSets,11,test_123,used,0.9997650384902954,0.14123696088790894
DeepSets,11,test_124,used,0.9997602105140686,0.1448432207107544
DeepSets,11,test_125,used,0.9997650384902954,0.1412367820739746
DeepSets,11,test_126,used,0.9997650384902954,0.06297873705625534
DeepSets,11,test_127,used,0.9997650384902954,0.14123684167861938
DeepSets,11,test_0,unused,0.00025559583446010947,0.004833075683563948
DeepSets,11,test_1,unused,8.753589645493776e-05,0.00198901304975152
DeepSets,11,test_2,unused,8.753589645493776e-05,0.0019888938404619694
DeepSets,11,test_3,unused,8.753589645493776e-05,0.00198901304975152
DeepSets,11,test_4,unused,8.753588917898014e-05,0.00198901304975152
DeepSets,11,test_5,unused,0.00025559583446010947,0.005010043736547232
DeepSets,11,test_6,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_7,unused,0.00025559583446010947,0.005010043736547232
DeepSets,11,test_8,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_9,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_10,unused,8.777431503403932e-05,0.001926100580021739
DeepSets,11,test_11,unused,0.000255595805356279,0.005010177846997976
DeepSets,11,test_12,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_13,unused,0.00025559583446010947,0.005010177846997976
DeepSets,11,test_14,unused,8.777427137829363e-05,0.001989132259041071
DeepSets,11,test_15,unused,8.753588917898014e-05,0.0019259813707321882
DeepSets,11,test_16,unused,0.00025559583446010947,0.005010177846997976
DeepSets,11,test_17,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_18,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_19,unused,8.753589645493776e-05,0.0019259813707321882
DeepSets,11,test_20,unused,8.753589645493776e-05,0.00198901304975152
DeepSets,11,test_21,unused,8.765507664065808e-05,0.0019259813707321882
DeepSets,11,test_22,unused,8.777434413786978e-05,0.0019259813707321882
DeepSets,11,test_23,unused,8.777434413786978e-05,0.00198901304975152
DeepSets,11,test_24,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_25,unused,0.00025571504374966025,0.004832956474274397
DeepSets,11,test_26,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_27,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_28,unused,8.76550839166157e-05,0.0019258621614426374
DeepSets,11,test_29,unused,8.753589645493776e-05,0.00198901304975152
DeepSets,11,test_30,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_31,unused,0.00025559583446010947,0.005010043736547232
DeepSets,11,test_32,unused,8.7655134848319e-05,0.001926100580021739
DeepSets,11,test_33,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_34,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_35,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_36,unused,8.765516395214945e-05,0.00198901304975152
DeepSets,11,test_37,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_38,unused,8.777431503403932e-05,0.00198901304975152
DeepSets,11,test_39,unused,8.765507664065808e-05,0.00198901304975152
DeepSets,11,test_40,unused,0.00025571504374966025,0.005009924527257681
DeepSets,11,test_41,unused,0.00025559583446010947,0.005010177846997976
DeepSets,11,test_42,unused,8.777434413786978e-05,0.0019259813707321882
DeepSets,11,test_43,unused,8.765507664065808e-05,0.0019259813707321882
DeepSets,11,test_44,unused,0.00025559583446010947,0.005010177846997976
DeepSets,11,test_45,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_46,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_47,unused,0.000255595805356279,0.004832956474274397
DeepSets,11,test_48,unused,0.00025559583446010947,0.004833075683563948
DeepSets,11,test_49,unused,0.00025559583446010947,0.005010043736547232
DeepSets,11,test_50,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_51,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_52,unused,8.777434413786978e-05,0.0019259813707321882
DeepSets,11,test_53,unused,8.777427137829363e-05,0.0019259813707321882
DeepSets,11,test_54,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_55,unused,8.765507664065808e-05,0.0019259813707321882
DeepSets,11,test_56,unused,8.777434413786978e-05,0.0019259813707321882
DeepSets,11,test_57,unused,8.765516395214945e-05,0.00198901304975152
DeepSets,11,test_58,unused,8.765507664065808e-05,0.00198901304975152
DeepSets,11,test_59,unused,8.777434413786978e-05,0.0019259813707321882
DeepSets,11,test_60,unused,8.765507664065808e-05,0.0019259813707321882
DeepSets,11,test_61,unused,8.777431503403932e-05,0.00198901304975152
DeepSets,11,test_62,unused,0.00025571504374966025,0.004832956474274397
DeepSets,11,test_63,unused,0.0002557150146458298,0.005009924527257681
DeepSets,11,test_64,unused,8.765507664065808e-05,0.00198901304975152
DeepSets,11,test_65,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_66,unused,8.765507664065808e-05,0.0019888938404619694
DeepSets,11,test_67,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_68,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_69,unused,8.777440234553069e-05,0.001926100580021739
DeepSets,11,test_70,unused,0.0002557150728534907,0.005010043270885944
DeepSets,11,test_71,unused,8.777434413786978e-05,0.0019259813707321882
DeepSets,11,test_72,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_73,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_74,unused,8.777431503403932e-05,0.00198901304975152
DeepSets,11,test_75,unused,8.765507664065808e-05,0.00198901304975152
DeepSets,11,test_76,unused,8.753588917898014e-05,0.0019887746311724186
DeepSets,11,test_77,unused,8.777427137829363e-05,0.001989132259041071
DeepSets,11,test_78,unused,8.753589645493776e-05,0.0019258621614426374
DeepSets,11,test_79,unused,8.777434413786978e-05,0.0019259813707321882
DeepSets,11,test_80,unused,8.777434413786978e-05,0.001989132259041071
DeepSets,11,test_81,unused,8.765507664065808e-05,0.0019259813707321882
DeepSets,11,test_82,unused,8.765516395214945e-05,0.0019258621614426374
DeepSets,11,test_83,unused,8.765507664065808e-05,0.001926100580021739
DeepSets,11,test_84,unused,0.00025559583446010947,0.005010043736547232
DeepSets,11,test_85,unused,0.000255595805356279,0.004832956474274397
DeepSets,11,test_86,unused,0.00025571504374966025,0.004832956474274397
DeepSets,11,test_87,unused,0.00025559583446010947,0.005010177846997976
DeepSets,11,test_88,unused,8.777434413786978e-05,0.00198901304975152
DeepSets,11,test_89,unused,0.000255595805356279,0.004832956474274397
DeepSets,11,test_90,unused,8.765507664065808e-05,0.00198901304975152
DeepSets,11,test_91,unused,0.00025571504374966025,0.004832956474274397
DeepSets,11,test_92,unused,0.00025559583446010947,0.005010043736547232
DeepSets,11,test_93,unused,8.777434413786978e-05,0.00198901304975152
DeepSets,11,test_94,unused,8.7655134848319e-05,0.00198901304975152
DeepSets,11,test_95,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_96,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_97,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_98,unused,8.777434413786978e-05,0.0019258621614426374
DeepSets,11,test_99,unused,0.00025571504374966025,0.005009924527257681
DeepSets,11,test_100,unused,8.777431503403932e-05,0.001926100580021739
DeepSets,11,test_101,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_102,unused,0.000255595805356279,0.004832956474274397
DeepSets,11,test_103,unused,8.777434413786978e-05,0.00198901304975152
DeepSets,11,test_104,unused,8.777431503403932e-05,0.001926100580021739
DeepSets,11,test_105,unused,8.753589645493776e-05,0.0019259813707321882
DeepSets,11,test_106,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_107,unused,8.777427137829363e-05,0.001989132259041071
DeepSets,11,test_108,unused,0.00025559583446010947,0.005010177846997976
DeepSets,11,test_109,unused,8.765507664065808e-05,0.00198901304975152
DeepSets,11,test_110,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_111,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_112,unused,0.000255595805356279,0.004832956474274397
DeepSets,11,test_113,unused,0.00025559583446010947,0.005010043270885944
DeepSets,11,test_114,unused,8.777434413786978e-05,0.0019259813707321882
DeepSets,11,test_115,unused,8.777434413786978e-05,0.00198901304975152
DeepSets,11,test_116,unused,8.777434413786978e-05,0.00198901304975152
DeepSets,11,test_117,unused,0.00025559583446010947,0.005010043736547232
DeepSets,11,test_118,unused,0.00025559583446010947,0.004832956474274397
DeepSets,11,test_119,unused,8.753589645493776e-05,0.0019259813707321882
DeepSets,11,test_120,unused,8.753588917898014e-05,0.0019888938404619694
DeepSets,11,test_121,unused,8.777432230999693e-05,0.001926100580021739
DeepSets,11,test_122,unused,0.00025571504374966025,0.005009924527257681
DeepSets,11,test_123,unused,8.753589645493776e-05,0.0019259813707321882
DeepSets,11,test_124,unused,8.777434413786978e-05,0.00198901304975152
DeepSets,11,test_125,unused,8.765507664065808e-05,0.0019259813707321882
DeepSets,11,test_126,unused,0.00025559583446010947,0.005010177846997976
DeepSets,11,test_127,unused,8.777434413786978e-05,0.0019259813707321882
DeepSets,11,test_0,relational,0.0,0.0
DeepSets,11,test_1,relational,0.0,0.0
DeepSets,11,test_2,relational,0.0,0.0
DeepSets,11,test_3,relational,0.0,0.0
DeepSets,11,test_4,relational,0.0,0.0
DeepSets,11,test_5,relational,0.0,0.0
DeepSets,11,test_6,relational,0.0,0.0
DeepSets,11,test_7,relational,0.0,0.0
DeepSets,11,test_8,relational,0.0,0.0
DeepSets,11,test_9,relational,0.0,0.0
DeepSets,11,test_10,relational,0.0,0.0
DeepSets,11,test_11,relational,0.0,0.0
DeepSets,11,test_12,relational,0.0,0.0
DeepSets,11,test_13,relational,0.0,0.0
DeepSets,11,test_14,relational,0.0,0.0
DeepSets,11,test_15,relational,0.0,0.0
DeepSets,11,test_16,relational,0.0,0.0
DeepSets,11,test_17,relational,0.0,0.0
DeepSets,11,test_18,relational,0.0,0.0
DeepSets,11,test_19,relational,0.0,0.0
DeepSets,11,test_20,relational,0.0,0.0
DeepSets,11,test_21,relational,0.0,0.0
DeepSets,11,test_22,relational,0.0,0.0
DeepSets,11,test_23,relational,0.0,0.0
DeepSets,11,test_24,relational,0.0,0.0
DeepSets,11,test_25,relational,0.0,0.0
DeepSets,11,test_26,relational,0.0,0.0
DeepSets,11,test_27,relational,0.0,0.0
DeepSets,11,test_28,relational,0.0,0.0
DeepSets,11,test_29,relational,0.0,0.0
DeepSets,11,test_30,relational,0.0,0.0
DeepSets,11,test_31,relational,0.0,0.0
DeepSets,11,test_32,relational,0.0,0.0
DeepSets,11,test_33,relational,0.0,0.0
DeepSets,11,test_34,relational,0.0,0.0
DeepSets,11,test_35,relational,0.0,0.0
DeepSets,11,test_36,relational,0.0,0.0
DeepSets,11,test_37,relational,0.0,0.0
DeepSets,11,test_38,relational,0.0,0.0
DeepSets,11,test_39,relational,0.0,0.0
DeepSets,11,test_40,relational,0.0,0.0
DeepSets,11,test_41,relational,0.0,0.0
DeepSets,11,test_42,relational,0.0,0.0
DeepSets,11,test_43,relational,0.0,0.0
DeepSets,11,test_44,relational,0.0,0.0
DeepSets,11,test_45,relational,0.0,0.0
DeepSets,11,test_46,relational,0.0,0.0
DeepSets,11,test_47,relational,0.0,0.0
DeepSets,11,test_48,relational,0.0,0.0
DeepSets,11,test_49,relational,0.0,0.0
DeepSets,11,test_50,relational,0.0,0.0
DeepSets,11,test_51,relational,0.0,0.0
DeepSets,11,test_52,relational,0.0,0.0
DeepSets,11,test_53,relational,0.0,0.0
DeepSets,11,test_54,relational,0.0,0.0
DeepSets,11,test_55,relational,0.0,0.0
DeepSets,11,test_56,relational,0.0,0.0
DeepSets,11,test_57,relational,0.0,0.0
DeepSets,11,test_58,relational,0.0,0.0
DeepSets,11,test_59,relational,0.0,0.0
DeepSets,11,test_60,relational,0.0,0.0
DeepSets,11,test_61,relational,0.0,0.0
DeepSets,11,test_62,relational,0.0,0.0
DeepSets,11,test_63,relational,0.0,0.0
DeepSets,11,test_64,relational,0.0,0.0
DeepSets,11,test_65,relational,0.0,0.0
DeepSets,11,test_66,relational,0.0,0.0
DeepSets,11,test_67,relational,0.0,0.0
DeepSets,11,test_68,relational,0.0,0.0
DeepSets,11,test_69,relational,0.0,0.0
DeepSets,11,test_70,relational,0.0,0.0
DeepSets,11,test_71,relational,0.0,0.0
DeepSets,11,test_72,relational,0.0,0.0
DeepSets,11,test_73,relational,0.0,0.0
DeepSets,11,test_74,relational,0.0,0.0
DeepSets,11,test_75,relational,0.0,0.0
DeepSets,11,test_76,relational,0.0,0.0
DeepSets,11,test_77,relational,0.0,0.0
DeepSets,11,test_78,relational,0.0,0.0
DeepSets,11,test_79,relational,0.0,0.0
DeepSets,11,test_80,relational,0.0,0.0
DeepSets,11,test_81,relational,0.0,0.0
DeepSets,11,test_82,relational,0.0,0.0
DeepSets,11,test_83,relational,0.0,0.0
DeepSets,11,test_84,relational,0.0,0.0
DeepSets,11,test_85,relational,0.0,0.0
DeepSets,11,test_86,relational,0.0,0.0
DeepSets,11,test_87,relational,0.0,0.0
DeepSets,11,test_88,relational,0.0,0.0
DeepSets,11,test_89,relational,0.0,0.0
DeepSets,11,test_90,relational,0.0,0.0
DeepSets,11,test_91,relational,0.0,0.0
DeepSets,11,test_92,relational,0.0,0.0
DeepSets,11,test_93,relational,0.0,0.0
DeepSets,11,test_94,relational,0.0,0.0
DeepSets,11,test_95,relational,0.0,0.0
DeepSets,11,test_96,relational,0.0,0.0
DeepSets,11,test_97,relational,0.0,0.0
DeepSets,11,test_98,relational,0.0,0.0
DeepSets,11,test_99,relational,0.0,0.0
DeepSets,11,test_100,relational,0.0,0.0
DeepSets,11,test_101,relational,0.0,0.0
DeepSets,11,test_102,relational,0.0,0.0
DeepSets,11,test_103,relational,0.0,0.0
DeepSets,11,test_104,relational,0.0,0.0
DeepSets,11,test_105,relational,0.0,0.0
DeepSets,11,test_106,relational,0.0,0.0
DeepSets,11,test_107,relational,0.0,0.0
DeepSets,11,test_108,relational,0.0,0.0
DeepSets,11,test_109,relational,0.0,0.0
DeepSets,11,test_110,relational,0.0,0.0
DeepSets,11,test_111,relational,0.0,0.0
DeepSets,11,test_112,relational,0.0,0.0
DeepSets,11,test_113,relational,0.0,0.0
DeepSets,11,test_114,relational,0.0,0.0
DeepSets,11,test_115,relational,0.0,0.0
DeepSets,11,test_116,relational,0.0,0.0
DeepSets,11,test_117,relational,0.0,0.0
DeepSets,11,test_118,relational,0.0,0.0
DeepSets,11,test_119,relational,0.0,0.0
DeepSets,11,test_120,relational,0.0,0.0
DeepSets,11,test_121,relational,0.0,0.0
DeepSets,11,test_122,relational,0.0,0.0
DeepSets,11,test_123,relational,0.0,0.0
DeepSets,11,test_124,relational,0.0,0.0
DeepSets,11,test_125,relational,0.0,0.0
DeepSets,11,test_126,relational,0.0,0.0
DeepSets,11,test_127,relational,0.0,0.0
DeepSets,11,test_0,irrelevant,0.0,0.0
DeepSets,11,test_1,irrelevant,0.0,0.0
DeepSets,11,test_2,irrelevant,0.0,0.0
DeepSets,11,test_3,irrelevant,0.0,0.0
DeepSets,11,test_4,irrelevant,0.0,0.0
DeepSets,11,test_5,irrelevant,0.0,0.0
DeepSets,11,test_6,irrelevant,0.0,0.0
DeepSets,11,test_7,irrelevant,0.0,0.0
DeepSets,11,test_8,irrelevant,0.0,0.0
DeepSets,11,test_9,irrelevant,0.0,0.0
DeepSets,11,test_10,irrelevant,0.0,0.0
DeepSets,11,test_11,irrelevant,0.0,0.0
DeepSets,11,test_12,irrelevant,0.0,0.0
DeepSets,11,test_13,irrelevant,0.0,0.0
DeepSets,11,test_14,irrelevant,0.0,0.0
DeepSets,11,test_15,irrelevant,0.0,0.0
DeepSets,11,test_16,irrelevant,0.0,0.0
DeepSets,11,test_17,irrelevant,0.0,0.0
DeepSets,11,test_18,irrelevant,0.0,0.0
DeepSets,11,test_19,irrelevant,0.0,0.0
DeepSets,11,test_20,irrelevant,0.0,0.0
DeepSets,11,test_21,irrelevant,0.0,0.0
DeepSets,11,test_22,irrelevant,0.0,0.0
DeepSets,11,test_23,irrelevant,0.0,0.0
DeepSets,11,test_24,irrelevant,0.0,0.0
DeepSets,11,test_25,irrelevant,0.0,0.0
DeepSets,11,test_26,irrelevant,0.0,0.0
DeepSets,11,test_27,irrelevant,0.0,0.0
DeepSets,11,test_28,irrelevant,0.0,0.0
DeepSets,11,test_29,irrelevant,0.0,0.0
DeepSets,11,test_30,irrelevant,0.0,0.0
DeepSets,11,test_31,irrelevant,0.0,0.0
DeepSets,11,test_32,irrelevant,0.0,0.0
DeepSets,11,test_33,irrelevant,0.0,0.0
DeepSets,11,test_34,irrelevant,0.0,0.0
DeepSets,11,test_35,irrelevant,0.0,0.0
DeepSets,11,test_36,irrelevant,0.0,0.0
DeepSets,11,test_37,irrelevant,0.0,0.0
DeepSets,11,test_38,irrelevant,0.0,0.0
DeepSets,11,test_39,irrelevant,0.0,0.0
DeepSets,11,test_40,irrelevant,0.0,0.0
DeepSets,11,test_41,irrelevant,0.0,0.0
DeepSets,11,test_42,irrelevant,0.0,0.0
DeepSets,11,test_43,irrelevant,0.0,0.0
DeepSets,11,test_44,irrelevant,0.0,0.0
DeepSets,11,test_45,irrelevant,0.0,0.0
DeepSets,11,test_46,irrelevant,0.0,0.0
DeepSets,11,test_47,irrelevant,0.0,0.0
DeepSets,11,test_48,irrelevant,0.0,0.0
DeepSets,11,test_49,irrelevant,0.0,0.0
DeepSets,11,test_50,irrelevant,0.0,0.0
DeepSets,11,test_51,irrelevant,0.0,0.0
DeepSets,11,test_52,irrelevant,0.0,0.0
DeepSets,11,test_53,irrelevant,0.0,0.0
DeepSets,11,test_54,irrelevant,0.0,0.0
DeepSets,11,test_55,irrelevant,0.0,0.0
DeepSets,11,test_56,irrelevant,0.0,0.0
DeepSets,11,test_57,irrelevant,0.0,0.0
DeepSets,11,test_58,irrelevant,0.0,0.0
DeepSets,11,test_59,irrelevant,0.0,0.0
DeepSets,11,test_60,irrelevant,0.0,0.0
DeepSets,11,test_61,irrelevant,0.0,0.0
DeepSets,11,test_62,irrelevant,0.0,0.0
DeepSets,11,test_63,irrelevant,0.0,0.0
DeepSets,11,test_64,irrelevant,0.0,0.0
DeepSets,11,test_65,irrelevant,0.0,0.0
DeepSets,11,test_66,irrelevant,0.0,0.0
DeepSets,11,test_67,irrelevant,0.0,0.0
DeepSets,11,test_68,irrelevant,0.0,0.0
DeepSets,11,test_69,irrelevant,0.0,0.0
DeepSets,11,test_70,irrelevant,0.0,0.0
DeepSets,11,test_71,irrelevant,0.0,0.0
DeepSets,11,test_72,irrelevant,0.0,0.0
DeepSets,11,test_73,irrelevant,0.0,0.0
DeepSets,11,test_74,irrelevant,0.0,0.0
DeepSets,11,test_75,irrelevant,0.0,0.0
DeepSets,11,test_76,irrelevant,0.0,0.0
DeepSets,11,test_77,irrelevant,0.0,0.0
DeepSets,11,test_78,irrelevant,0.0,0.0
DeepSets,11,test_79,irrelevant,0.0,0.0
DeepSets,11,test_80,irrelevant,0.0,0.0
DeepSets,11,test_81,irrelevant,0.0,0.0
DeepSets,11,test_82,irrelevant,0.0,0.0
DeepSets,11,test_83,irrelevant,0.0,0.0
DeepSets,11,test_84,irrelevant,0.0,0.0
DeepSets,11,test_85,irrelevant,0.0,0.0
DeepSets,11,test_86,irrelevant,0.0,0.0
DeepSets,11,test_87,irrelevant,0.0,0.0
DeepSets,11,test_88,irrelevant,0.0,0.0
DeepSets,11,test_89,irrelevant,0.0,0.0
DeepSets,11,test_90,irrelevant,0.0,0.0
DeepSets,11,test_91,irrelevant,0.0,0.0
DeepSets,11,test_92,irrelevant,0.0,0.0
DeepSets,11,test_93,irrelevant,0.0,0.0
DeepSets,11,test_94,irrelevant,0.0,0.0
